"Date","Transaction","Name","Memo","Amount"
"2024-09-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2024-09-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-12.98"
"2024-09-23","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-09-23","DEBIT","DEBIT PURCHASE -VISA PAYPAL *GODADDY.402-935-7733AZ","Download from usbank.com.9057","-22.17"
"2024-09-23","DEBIT","ELECTRONIC WITHDRAWAL TUYHPQ","Download from usbank.com.","-34.65"
"2024-09-24","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.41"
"2024-09-25","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-09-26","DEBIT","DEBIT PURCHASE -VISA PP*GOOGLE PLAY P402-935-7733CA","Download from usbank.com.9057","-4.99"
"2024-09-26","DEBIT","DEBIT PURCHASE ON THE RUN #120 ROLLA       MO","Download from usbank.com.9057","-13.28"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.53"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-8.22"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-13.91"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-11.28"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.11"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-6.45"
"2024-09-27","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.11"
"2024-09-30","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","300.00"
"2024-09-30","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-7.46"
"2024-09-30","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-12.50"
"2024-09-30","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2024-09-30","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2024-09-30","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.41"
"2024-09-30","DEBIT","DEBIT PURCHASE ON THE RUN #120 ROLLA       MO","Download from usbank.com.9057","-8.69"
"2024-09-30","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-108.58"
"2024-10-01","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 5936","Download from usbank.com.","100.00"
"2024-10-02","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.91"
"2024-10-03","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-10.21"
"2024-10-03","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2024-10-07","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-10-07","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2024-10-07","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-4.97"
"2024-10-07","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-18.47"
"2024-10-08","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-25.41"
"2024-10-08","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.41"
"2024-10-08","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-2.69"
"2024-10-09","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","50.00"
"2024-10-09","DEBIT","DEBIT PURCHASE -VISA CRTWLLMISSRIS&TCROLLA       MO","Download from usbank.com.9057","-6.12"
"2024-10-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.26"
"2024-10-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.84"
"2024-10-10","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-6.45"
"2024-10-10","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.84"
"2024-10-10","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-18.70"
"2024-10-10","DEBIT","DEBIT PURCHASE Wal-Mart Super CWASHINGTON  MO","Download from usbank.com.9057","-50.30"
"2024-10-10","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-7.39"
"2024-10-10","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-33.21"
"2024-10-11","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-8.11"
"2024-10-11","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-6.56"
"2024-10-11","DEBIT","DEBIT PURCHASE -VISA PANDA EXPRESS #3WASHINGTON  MO","Download from usbank.com.9057","-19.70"
"2024-10-15","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2024-10-15","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-11.99"
"2024-10-15","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-12.90"
"2024-10-15","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-10-15","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.80"
"2024-10-15","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.84"
"2024-10-15","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-6.45"
"2024-10-15","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2024-10-15","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-87.45"
"2024-10-16","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2024-10-17","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-10-17","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-11.28"
"2024-10-18","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2024-10-18","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2024-10-21","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-12.17"
"2024-10-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2024-10-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-12.98"
"2024-10-23","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-9.98"
"2024-10-25","DEBIT","DEBIT PURCHASE ON THE RUN #120 ROLLA       MO","Download from usbank.com.9057","-8.69"
"2024-10-25","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-10-28","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-10-28","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.30"
"2024-10-28","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-10-28","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.11"
"2024-10-28","DEBIT","DEBIT PURCHASE -VISA PP*GOOGLE PLAY P402-935-7733CA","Download from usbank.com.9057","-4.99"
"2024-10-28","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-7.46"
"2024-10-28","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-5.91"
"2024-10-28","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-35.87"
"2024-10-28","DEBIT","DEBIT PURCHASE -VISA CHICK-FIL-A #026WENTZVILLE  MO","Download from usbank.com.9057","-25.15"
"2024-10-29","CREDIT","VISA DIRECT CASH APP*E M*CAS","Download from usbank.com.9057","196.50"
"2024-10-29","CREDIT","VISA DIRECT CASH APP*E M*CAS","Download from usbank.com.9057","9.75"
"2024-10-29","DEBIT","DEBIT PURCHASE -VISA SCOOTER'S COFFEEROLLA       MO","Download from usbank.com.9057","-7.07"
"2024-10-30","DEBIT","DEBIT PURCHASE -VISA CRTWLLMISSRIS&TCROLLA       MO","Download from usbank.com.9057","-6.12"
"2024-10-30","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-109.97"
"2024-10-30","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-10-30","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-29.98"
"2024-10-30","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-14.98"
"2024-10-30","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.41"
"2024-10-30","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-209.96"
"2024-10-31","DEBIT","DEBIT PURCHASE QT 672 OUTSIDE  UNION       MO","Download from usbank.com.9057","-27.44"
"2024-11-01","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-11-04","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-7.48"
"2024-11-04","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-11-04","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-11-04","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2024-11-04","DEBIT","ELECTRONIC WITHDRAWAL TUYHPQ","Download from usbank.com.","-31.50"
"2024-11-05","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.75"
"2024-11-06","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-24.98"
"2024-11-06","DEBIT","DEBIT PURCHASE -VISA Supercuts       WASHINGTON  MO","Download from usbank.com.9057","-26.00"
"2024-11-06","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-07","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-5.73"
"2024-11-07","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-8.99"
"2024-11-08","DEBIT","DEBIT PURCHASE -VISA CRTWLLMISSRIS&TCROLLA       MO","Download from usbank.com.9057","-10.49"
"2024-11-08","DEBIT","DEBIT PURCHASE Wal-Mart Super CROLLA       MO","Download from usbank.com.9057","-51.41"
"2024-11-12","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-11-12","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.25"
"2024-11-12","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-11-12","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.82"
"2024-11-12","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2024-11-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-11.99"
"2024-11-12","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-0.99"
"2024-11-12","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-1.99"
"2024-11-12","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-12","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-12","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2024-11-13","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-89.63"
"2024-11-13","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-13","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-13","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-39.96"
"2024-11-14","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-11-15","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-11-15","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.75"
"2024-11-18","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2024-11-18","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-3.75"
"2024-11-18","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-37.88"
"2024-11-18","DEBIT","DEBIT PURCHASE KOHLS 1098 3198 WASHINGTON  MO","Download from usbank.com.9057","-51.58"
"2024-11-18","DEBIT","DEBIT PURCHASE -VISA STARBUCKS 66505 WASHINGTON  MO","Download from usbank.com.9057","-13.82"
"2024-11-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-11-19","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-8.75"
"2024-11-19","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-19","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-11-19","DEBIT","ELECTRONIC WITHDRAWAL WHYSP.ORG","Download from usbank.com.","-11.72"
"2024-11-20","CREDIT","VISA DIRECT CASH APP*E M*CAS","Download from usbank.com.9057","284.92"
"2024-11-20","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-8.00"
"2024-11-20","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-6.50"
"2024-11-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2024-11-20","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2024-11-20","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2024-11-21","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-11-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-12.98"
"2024-11-22","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-11-25","DEBIT","DEBIT PURCHASE -VISA CASH APP*COEY BE800-9691940 CA","Download from usbank.com.9057","-280.00"
"2024-11-25","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-24.43"
"2024-11-25","DEBIT","DEBIT PURCHASE -VISA CINEMA 1 PLUS   WASHINGTON  MO","Download from usbank.com.9057","-20.78"
"2024-11-25","DEBIT","DEBIT PURCHASE -VISA CINEMA 1 PLUS   WASHINGTON  MO","Download from usbank.com.9057","-21.16"
"2024-11-25","DEBIT","DEBIT PURCHASE -VISA PP*GOOGLE PLAY P402-935-7733CA","Download from usbank.com.9057","-4.99"
"2024-11-25","DEBIT","ELECTRONIC WITHDRAWAL TEBEX LIMITED","Download from usbank.com.","-24.99"
"2024-11-26","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-11-27","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-18.48"
"2024-11-29","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-11-29","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-21.96"
"2024-12-02","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-16.96"
"2024-12-02","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2024-12-02","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2024-12-02","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-12-02","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-31.44"
"2024-12-02","DEBIT","DEBIT PURCHASE -VISA SUSHI KING      WASHINGTON  MO","Download from usbank.com.9057","-50.00"
"2024-12-02","DEBIT","DEBIT PURCHASE QT 672 OUTSIDE  UNION       MO","Download from usbank.com.9057","-40.66"
"2024-12-04","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-12-04","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-12-04","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-12-04","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2024-12-05","DEBIT","DEBIT PURCHASE ON THE RUN #120 ROLLA       MO","Download from usbank.com.9057","-4.21"
"2024-12-06","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.25"
"2024-12-06","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.75"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-3.50"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-4.97"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-2.50"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-8.99"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-4.75"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-23.03"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-11.25"
"2024-12-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.50"
"2024-12-09","DEBIT","ELECTRONIC WITHDRAWAL HUA PHU QUY","Download from usbank.com.","-31.50"
"2024-12-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-24.96"
"2024-12-11","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-12-11","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.50"
"2024-12-11","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.00"
"2024-12-11","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.50"
"2024-12-12","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.96"
"2024-12-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-12-12","DEBIT","DEBIT PURCHASE -VISA PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-11.99"
"2024-12-12","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2024-12-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2024-12-12","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2024-12-12","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2024-12-13","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","3.70"
"2024-12-13","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2024-12-13","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-102.31"
"2024-12-16","DEBIT","DEBIT PURCHASE -VISA JCPENNEY 2977   WASHINGTON  MO","Download from usbank.com.9057","-43.53"
"2024-12-16","DEBIT","DEBIT PURCHASE -VISA SUSHI KING      WASHINGTON  MO","Download from usbank.com.9057","-42.48"
"2024-12-16","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-12-17","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-12-17","DEBIT","ELECTRONIC WITHDRAWAL MUHAMMAD ILHAM N","Download from usbank.com.","-78.75"
"2024-12-18","DEBIT","DEBIT PURCHASE -VISA Subway 5540     Washington  MO","Download from usbank.com.9057","-16.25"
"2024-12-18","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2024-12-18","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2024-12-19","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","84.00"
"2024-12-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-22.97"
"2024-12-20","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-26.92"
"2024-12-20","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-12-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2024-12-23","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","500.00"
"2024-12-23","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.96"
"2024-12-23","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-34.97"
"2024-12-23","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-12.98"
"2024-12-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.97"
"2024-12-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-49.99"
"2024-12-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-12-24","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-7.99"
"2024-12-24","DEBIT","DEBIT PURCHASE KOHLS 1098 3198 WASHINGTON  MO","Download from usbank.com.9057","-41.65"
"2024-12-26","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","500.00"
"2024-12-26","DEBIT","DEBIT PURCHASE -VISA 365 MARKET K 888TROY        MI","Download from usbank.com.9057","-5.33"
"2024-12-26","DEBIT","DEBIT PURCHASE -VISA 365 MARKET K 888TROY        MI","Download from usbank.com.9057","-1.33"
"2024-12-26","DEBIT","DEBIT PURCHASE -VISA PP*GOOGLE PLAY P402-935-7733CA","Download from usbank.com.9057","-4.99"
"2024-12-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-12-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-12-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-9.99"
"2024-12-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-19.99"
"2024-12-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-49.99"
"2024-12-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-99.99"
"2024-12-27","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","89.80"
"2024-12-30","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-13.54"
